iso3_1,iso3_2,year,dbn_structural
AUS,BRA,2010,0.3795186757487109
AUS,CAN,2010,0.953097221171521
AUS,CHN,2010,0.30777204069689795
AUS,DEU,2010,0.9192372545157066
AUS,FRA,2010,0.8951354489470482
AUS,GBR,2010,0.8960953604297017
AUS,IND,2010,0.24305169358816608
AUS,ITA,2010,0.9217803368358992
AUS,JPN,2010,0.8757235586028211
AUS,KOR,2010,0.8594198316004243
AUS,RUS,2010,0.37947292927437115
AUS,TUR,2010,0.7805911676666359
AUS,USA,2010,0.8207540306383138
AUS,ZAF,2010,0.37802730360964903
BRA,CAN,2010,0.31684402322148997
BRA,CHN,2010,0.9743468958344184
BRA,DEU,2010,0.532142281044897
BRA,FRA,2010,0.3643184812048397
BRA,GBR,2010,0.30481502875873234
BRA,IND,2010,0.9611274899623513
BRA,ITA,2010,0.547395743543047
BRA,JPN,2010,0.6675388682061307
BRA,KOR,2010,0.68490014360991
BRA,RUS,2010,0.9815139977434201
BRA,TUR,2010,0.7910676922809191
BRA,USA,2010,0.06976955624728665
BRA,ZAF,2010,0.9653527750960569
CAN,CHN,2010,0.24362616866534043
CAN,DEU,2010,0.8886569339914552
CAN,FRA,2010,0.8815715906730792
CAN,GBR,2010,0.8946430841549101
CAN,IND,2010,0.18026152913678023
CAN,ITA,2010,0.882344052038871
CAN,JPN,2010,0.8226178394391905
CAN,KOR,2010,0.8022686348598189
CAN,RUS,2010,0.30621756241699283
CAN,TUR,2010,0.7121058210494211
CAN,USA,2010,0.8705669007072372
CAN,ZAF,2010,0.30760129012655724
CHN,DEU,2010,0.4646720405156533
CHN,FRA,2010,0.3112430658998117
CHN,GBR,2010,0.24583219123419603
CHN,IND,2010,0.9837594000315403
CHN,ITA,2010,0.47134659454808797
CHN,JPN,2010,0.5940786603832684
CHN,KOR,2010,0.628520293722278
CHN,RUS,2010,0.9767731742219603
CHN,TUR,2010,0.7319748502966811
CHN,USA,2010,0.030217994838465045
CHN,ZAF,2010,0.9824866625108494
DEU,FRA,2010,0.9223208922366604
DEU,GBR,2010,0.8928152286479818
DEU,IND,2010,0.4006511672466857
DEU,ITA,2010,0.9338788237560176
DEU,JPN,2010,0.9464146492783454
DEU,KOR,2010,0.9417968622979797
DEU,RUS,2010,0.5541150121798778
DEU,TUR,2010,0.9046394526463735
DEU,USA,2010,0.6891078109127171
DEU,ZAF,2010,0.5378468838135421
FRA,GBR,2010,0.9566423250335743
FRA,IND,2010,0.2612775966851377
FRA,ITA,2010,0.909277515039282
FRA,JPN,2010,0.8564252003511033
FRA,KOR,2010,0.846169248384639
FRA,RUS,2010,0.4037781078616657
FRA,TUR,2010,0.7792467480177674
FRA,USA,2010,0.8133392252910954
FRA,ZAF,2010,0.37256500531820524
GBR,IND,2010,0.2035697230389243
GBR,ITA,2010,0.8859973867102091
GBR,JPN,2010,0.812721452810692
GBR,KOR,2010,0.7909976621979666
GBR,RUS,2010,0.337822708288434
GBR,TUR,2010,0.7285510726156506
GBR,USA,2010,0.8642522405896075
GBR,ZAF,2010,0.3052961328342777
IND,ITA,2010,0.39986396701656407
IND,JPN,2010,0.5303420434837803
IND,KOR,2010,0.5522512902666101
IND,RUS,2010,0.9578090267710446
IND,TUR,2010,0.6670871619415925
IND,USA,2010,0.014276639632757049
IND,ZAF,2010,0.9652460875032436
ITA,JPN,2010,0.9433329827963775
ITA,KOR,2010,0.934529612057823
ITA,RUS,2010,0.5653634457319537
ITA,TUR,2010,0.8976106599531382
ITA,USA,2010,0.6823682871401919
ITA,ZAF,2010,0.5397887637018964
JPN,KOR,2010,0.9495404969821292
JPN,RUS,2010,0.6924269652562521
JPN,TUR,2010,0.9604220880807355
JPN,USA,2010,0.5562767162304109
JPN,ZAF,2010,0.6722498938011782
KOR,RUS,2010,0.6984035502526124
KOR,TUR,2010,0.9632063309096625
KOR,USA,2010,0.5275347373004201
KOR,ZAF,2010,0.6929168240806604
RUS,TUR,2010,0.8124176912993144
RUS,USA,2010,0.07373528531180146
RUS,ZAF,2010,0.9840924986209989
TUR,USA,2010,0.4181623557366161
TUR,ZAF,2010,0.7923175702598624
USA,ZAF,2010,0.0629189859398584
AUS,BRA,2013,0.34549944226936236
AUS,CAN,2013,0.8900586276514563
AUS,CHN,2013,0.303772331864184
AUS,DEU,2013,0.9325061633972629
AUS,FRA,2013,0.941423743509149
AUS,GBR,2013,0.9422327646767175
AUS,IND,2013,0.25639006740187553
AUS,ITA,2013,0.9225217395914621
AUS,JPN,2013,0.9278262394240147
AUS,KOR,2013,0.9208310136247856
AUS,RUS,2013,0.3703171933374495
AUS,TUR,2013,0.8842105121587864
AUS,USA,2013,0.8301967768056925
AUS,ZAF,2013,0.35518273380915766
BRA,CAN,2013,0.11874969455504164
BRA,CHN,2013,0.9737518423957834
BRA,DEU,2013,0.4749411135309193
BRA,FRA,2013,0.39257900696447035
BRA,GBR,2013,0.353039283243718
BRA,IND,2013,0.9741956013389659
BRA,ITA,2013,0.48121897992920526
BRA,JPN,2013,0.529335935744339
BRA,KOR,2013,0.5505988940548989
BRA,RUS,2013,0.9818074310644669
BRA,TUR,2013,0.6379628199391613
BRA,USA,2013,0.05408642129041613
BRA,ZAF,2013,0.9722697570400654
CAN,CHN,2013,0.09426623672294049
CAN,DEU,2013,0.7780861282549909
CAN,FRA,2013,0.8195360890541854
CAN,GBR,2013,0.846466210698926
CAN,IND,2013,0.05875985407943829
CAN,ITA,2013,0.7785075768722116
CAN,JPN,2013,0.7465418780237253
CAN,KOR,2013,0.723574573934938
CAN,RUS,2013,0.12643466462178343
CAN,TUR,2013,0.6400514273459578
CAN,USA,2013,0.9671423974095377
CAN,ZAF,2013,0.13145658581013941
CHN,DEU,2013,0.44183488102421226
CHN,FRA,2013,0.3582916259712803
CHN,GBR,2013,0.3225939570270282
CHN,IND,2013,0.987731228375429
CHN,ITA,2013,0.44598393075976744
CHN,JPN,2013,0.4888803011822239
CHN,KOR,2013,0.5183701613306405
CHN,RUS,2013,0.9756238894136291
CHN,TUR,2013,0.6009075422127115
CHN,USA,2013,0.03940169753592859
CHN,ZAF,2013,0.9837475657007759
DEU,FRA,2013,0.9241783288697938
DEU,GBR,2013,0.9278629871252229
DEU,IND,2013,0.3945706400552812
DEU,ITA,2013,0.922512907656247
DEU,JPN,2013,0.9391757177194751
DEU,KOR,2013,0.9296267317381887
DEU,RUS,2013,0.5059571341085453
DEU,TUR,2013,0.9123219048045899
DEU,USA,2013,0.7092400367943368
DEU,ZAF,2013,0.4854786302070595
FRA,GBR,2013,0.9383865507139637
FRA,IND,2013,0.3274543255947973
FRA,ITA,2013,0.9315418169247004
FRA,JPN,2013,0.931088324052035
FRA,KOR,2013,0.9240344128233099
FRA,RUS,2013,0.43052727275980907
FRA,TUR,2013,0.9022959133872517
FRA,USA,2013,0.7657918325551138
FRA,ZAF,2013,0.4003449859757251
GBR,IND,2013,0.29617703330476186
GBR,ITA,2013,0.9285061430270534
GBR,JPN,2013,0.9123586246426791
GBR,KOR,2013,0.9064249673039315
GBR,RUS,2013,0.3977290537799728
GBR,TUR,2013,0.8834416594504442
GBR,USA,2013,0.7894018825486302
GBR,ZAF,2013,0.3654338654197807
IND,ITA,2013,0.4008531903152411
IND,JPN,2013,0.44770388339942113
IND,KOR,2013,0.46582140665939764
IND,RUS,2013,0.9805062221514502
IND,TUR,2013,0.5617837211257652
IND,USA,2013,0.01745154978002944
IND,ZAF,2013,0.9787583807231189
ITA,JPN,2013,0.9427250911466765
ITA,KOR,2013,0.9379485131998009
ITA,RUS,2013,0.5090799417848759
ITA,TUR,2013,0.9264511272759226
ITA,USA,2013,0.7054442866777613
ITA,ZAF,2013,0.4911204830634078
JPN,KOR,2013,0.9188917968240495
JPN,RUS,2013,0.5683086056666405
JPN,TUR,2013,0.9628201980340815
JPN,USA,2013,0.6606576061857601
JPN,ZAF,2013,0.5449968093154238
KOR,RUS,2013,0.5712474901220593
KOR,TUR,2013,0.952869313050021
KOR,USA,2013,0.6370454602374058
KOR,ZAF,2013,0.5607889532769337
RUS,TUR,2013,0.6747877463004963
RUS,USA,2013,0.06042319291726195
RUS,ZAF,2013,0.9902519411507863
TUR,USA,2013,0.5518310939216068
TUR,ZAF,2013,0.646144622158116
USA,ZAF,2013,0.05932483437493463
AUS,BRA,2016,0.43011966999099654
AUS,CAN,2016,0.8881385266335913
AUS,CHN,2016,0.31764703057366506
AUS,DEU,2016,0.9409303148827708
AUS,FRA,2016,0.9030868617805131
AUS,GBR,2016,0.8997590795423773
AUS,IND,2016,0.29674592599923033
AUS,ITA,2016,0.9393351057908825
AUS,JPN,2016,0.9133594488363758
AUS,KOR,2016,0.9097284478315444
AUS,RUS,2016,0.3171753440792523
AUS,TUR,2016,0.8179395992460952
AUS,USA,2016,0.7931679364196229
AUS,ZAF,2016,0.4121085159923766
BRA,CAN,2016,0.17456146999328442
BRA,CHN,2016,0.9746136412454613
BRA,DEU,2016,0.5564006378200878
BRA,FRA,2016,0.44665819163191933
BRA,GBR,2016,0.39644459428418255
BRA,IND,2016,0.9698018448675556
BRA,ITA,2016,0.5917306339643744
BRA,JPN,2016,0.6724120579798131
BRA,KOR,2016,0.649461079465625
BRA,RUS,2016,0.9397622184929681
BRA,TUR,2016,0.8011067934486336
BRA,USA,2016,0.07277552866425929
BRA,ZAF,2016,0.9670810502353091
CAN,CHN,2016,0.09802939274940237
CAN,DEU,2016,0.7607954942671225
CAN,FRA,2016,0.7638459660540676
CAN,GBR,2016,0.7906222462790012
CAN,IND,2016,0.08764950018050438
CAN,ITA,2016,0.725002983360379
CAN,JPN,2016,0.6739475416989661
CAN,KOR,2016,0.6754301551329505
CAN,RUS,2016,0.08453055281835936
CAN,TUR,2016,0.5316926937303933
CAN,USA,2016,0.9408061136047919
CAN,ZAF,2016,0.16390932269172093
CHN,DEU,2016,0.4538164164433358
CHN,FRA,2016,0.37453479365242226
CHN,GBR,2016,0.33072585014780015
CHN,IND,2016,0.9941935362505834
CHN,ITA,2016,0.4904342734270531
CHN,JPN,2016,0.5728076240461646
CHN,KOR,2016,0.552212923572301
CHN,RUS,2016,0.9691730607186149
CHN,TUR,2016,0.7146899509116384
CHN,USA,2016,0.02570009159397907
CHN,ZAF,2016,0.9742538351947313
DEU,FRA,2016,0.924126961759956
DEU,GBR,2016,0.9073531980169216
DEU,IND,2016,0.4395435822988216
DEU,ITA,2016,0.9439478028550609
DEU,JPN,2016,0.9484591700098242
DEU,KOR,2016,0.9591465447890036
DEU,RUS,2016,0.4776127234484347
DEU,TUR,2016,0.910774449383038
DEU,USA,2016,0.67794156416553
DEU,ZAF,2016,0.5379464909788763
FRA,GBR,2016,0.9601000553775317
FRA,IND,2016,0.352524084668985
FRA,ITA,2016,0.9105757484758035
FRA,JPN,2016,0.8948180029453598
FRA,KOR,2016,0.9174567425565932
FRA,RUS,2016,0.4410624840761475
FRA,TUR,2016,0.8380981411424568
FRA,USA,2016,0.7410806899253434
FRA,ZAF,2016,0.4270488005747345
GBR,IND,2016,0.3145986126510698
GBR,ITA,2016,0.9027179924048958
GBR,JPN,2016,0.8671021036884607
GBR,KOR,2016,0.8845670576476454
GBR,RUS,2016,0.40399364731688114
GBR,TUR,2016,0.8036622939103948
GBR,USA,2016,0.7744388096943196
GBR,ZAF,2016,0.38188659625996496
IND,ITA,2016,0.47059936253549683
IND,JPN,2016,0.5553673740394504
IND,KOR,2016,0.5327164002566999
IND,RUS,2016,0.9623696999543723
IND,TUR,2016,0.6979295883020513
IND,USA,2016,0.019198879600365315
IND,ZAF,2016,0.9739378470290676
ITA,JPN,2016,0.9553721391616885
ITA,KOR,2016,0.9648527147040786
ITA,RUS,2016,0.5140453971394908
ITA,TUR,2016,0.9182791951342592
ITA,USA,2016,0.6422082230038832
ITA,ZAF,2016,0.5716618657420085
JPN,KOR,2016,0.9514812462107121
JPN,RUS,2016,0.58630076568211
JPN,TUR,2016,0.9700396329152315
JPN,USA,2016,0.552227550206228
JPN,ZAF,2016,0.6573542705617975
KOR,RUS,2016,0.5716185851207625
KOR,TUR,2016,0.9460585551678167
KOR,USA,2016,0.5775782244381625
KOR,ZAF,2016,0.6326814878476886
RUS,TUR,2016,0.731170566016377
RUS,USA,2016,0.06169863790450458
RUS,ZAF,2016,0.9373657042169985
TUR,USA,2016,0.41090360837656326
TUR,ZAF,2016,0.778940689802103
USA,ZAF,2016,0.060894188605788935
AUS,BRA,2019,0.3359881996913586
AUS,CAN,2019,0.9301019659269705
AUS,CHN,2019,0.27149118084397783
AUS,DEU,2019,0.9262768713389018
AUS,FRA,2019,0.9292841011119078
AUS,GBR,2019,0.932545255657512
AUS,IND,2019,0.17593560559095917
AUS,ITA,2019,0.9214232487597407
AUS,JPN,2019,0.8872217441643683
AUS,KOR,2019,0.8915838606967745
AUS,RUS,2019,0.27479944233635645
AUS,TUR,2019,0.8031195901346668
AUS,USA,2019,0.8841354614513172
AUS,ZAF,2019,0.3132533631368219
BRA,CAN,2019,0.157859419950379
BRA,CHN,2019,0.9764197649102115
BRA,DEU,2019,0.49555451823124275
BRA,FRA,2019,0.3988560287350724
BRA,GBR,2019,0.3444602679061724
BRA,IND,2019,0.951591287478317
BRA,ITA,2019,0.527283742182322
BRA,JPN,2019,0.6008927212512669
BRA,KOR,2019,0.61308745853398
BRA,RUS,2019,0.9638659945548642
BRA,TUR,2019,0.7417068676996653
BRA,USA,2019,0.08425980377853715
BRA,ZAF,2019,0.9670272212828523
CAN,CHN,2019,0.10918306233382574
CAN,DEU,2019,0.7995277492486303
CAN,FRA,2019,0.8342323258856386
CAN,GBR,2019,0.8569210432995717
CAN,IND,2019,0.04900206783724276
CAN,ITA,2019,0.7775128279736077
CAN,JPN,2019,0.7193934166189087
CAN,KOR,2019,0.7194344868692693
CAN,RUS,2019,0.1057477435436831
CAN,TUR,2019,0.5964026438242126
CAN,USA,2019,0.9661011913387483
CAN,ZAF,2019,0.14813419547610762
CHN,DEU,2019,0.437460019816704
CHN,FRA,2019,0.3507146376562971
CHN,GBR,2019,0.29470884263590136
CHN,IND,2019,0.9775372927655563
CHN,ITA,2019,0.46389219975015206
CHN,JPN,2019,0.5454949244304641
CHN,KOR,2019,0.5499641357373346
CHN,RUS,2019,0.973833843971865
CHN,TUR,2019,0.6905768301850554
CHN,USA,2019,0.05754323097588099
CHN,ZAF,2019,0.978319349586438
DEU,FRA,2019,0.9410598463884448
DEU,GBR,2019,0.9218341620212342
DEU,IND,2019,0.34011899105841414
DEU,ITA,2019,0.9383168594405462
DEU,JPN,2019,0.9377525802438962
DEU,KOR,2019,0.9443871825684893
DEU,RUS,2019,0.4603035000657252
DEU,TUR,2019,0.9067659589539097
DEU,USA,2019,0.7483284039267856
DEU,ZAF,2019,0.473597590423663
FRA,GBR,2019,0.9405100961354738
FRA,IND,2019,0.27020197191265904
FRA,ITA,2019,0.927924843517162
FRA,JPN,2019,0.9110265716468563
FRA,KOR,2019,0.9138365806224269
FRA,RUS,2019,0.39896689303947297
FRA,TUR,2019,0.832200734212382
FRA,USA,2019,0.7960980664557352
FRA,ZAF,2019,0.3828604304308104
GBR,IND,2019,0.23391990234882926
GBR,ITA,2019,0.9206525720966683
GBR,JPN,2019,0.8802388929013197
GBR,KOR,2019,0.8842912100630955
GBR,RUS,2019,0.3593016688606733
GBR,TUR,2019,0.802506419502679
GBR,USA,2019,0.8318312223388415
GBR,ZAF,2019,0.33520530289879835
IND,ITA,2019,0.37210011280178146
IND,JPN,2019,0.44784623939316537
IND,KOR,2019,0.4486341379364385
IND,RUS,2019,0.974825900801252
IND,TUR,2019,0.590651158435278
IND,USA,2019,0.015998276991874005
IND,ZAF,2019,0.9570559991092027
ITA,JPN,2019,0.9489739803805687
ITA,KOR,2019,0.9476329478219218
ITA,RUS,2019,0.49094254808805743
ITA,TUR,2019,0.9000578387729234
ITA,USA,2019,0.7133162560026516
ITA,ZAF,2019,0.5096230924603016
JPN,KOR,2019,0.9362313541246451
JPN,RUS,2019,0.5679214938296957
JPN,TUR,2019,0.955618752754559
JPN,USA,2019,0.6435360635557867
JPN,ZAF,2019,0.5869747160242591
KOR,RUS,2019,0.5672621741985929
KOR,TUR,2019,0.9458953716974412
KOR,USA,2019,0.636256260920028
KOR,ZAF,2019,0.5878312688047762
RUS,TUR,2019,0.7011761621213983
RUS,USA,2019,0.06440081142074205
RUS,ZAF,2019,0.9647964659862527
TUR,USA,2019,0.5078706590060676
TUR,ZAF,2019,0.7158688163497668
USA,ZAF,2019,0.07872990474491681
AUS,BRA,2022,0.3419786530802911
AUS,CAN,2022,0.9384977687763352
AUS,CHN,2022,0.29154725884268196
AUS,DEU,2022,0.9388574748118422
AUS,FRA,2022,0.9129998599115684
AUS,GBR,2022,0.9146457799806921
AUS,IND,2022,0.19956450090796252
AUS,ITA,2022,0.9175754132333895
AUS,JPN,2022,0.9257390534890684
AUS,KOR,2022,0.902738425259807
AUS,RUS,2022,0.29425080874796383
AUS,TUR,2022,0.7598205380273702
AUS,USA,2022,0.851348560566033
AUS,ZAF,2022,0.34008033483374206
BRA,CAN,2022,0.18800595062612513
BRA,CHN,2022,0.9841594167499919
BRA,DEU,2022,0.4718095343120943
BRA,FRA,2022,0.37511386485114995
BRA,GBR,2022,0.30592606873288575
BRA,IND,2022,0.9621962070263137
BRA,ITA,2022,0.5536209392487028
BRA,JPN,2022,0.5684363196571757
BRA,KOR,2022,0.594973067552331
BRA,RUS,2022,0.9485140395980531
BRA,TUR,2022,0.791030986673789
BRA,USA,2022,0.06084180760151131
BRA,ZAF,2022,0.9780272869434259
CAN,CHN,2022,0.14702876041532675
CAN,DEU,2022,0.8359351328936254
CAN,FRA,2022,0.8272990935556829
CAN,GBR,2022,0.8606644789377768
CAN,IND,2022,0.07692428074140228
CAN,ITA,2022,0.7789619905382197
CAN,JPN,2022,0.7934602863970941
CAN,KOR,2022,0.7579508216231559
CAN,RUS,2022,0.13268631468012765
CAN,TUR,2022,0.5670290056304497
CAN,USA,2022,0.9364230618983767
CAN,ZAF,2022,0.18254086374077805
CHN,DEU,2022,0.42781867549644675
CHN,FRA,2022,0.3403126657145936
CHN,GBR,2022,0.27709528105610604
CHN,IND,2022,0.9832628951294828
CHN,ITA,2022,0.5119173039290273
CHN,JPN,2022,0.5179767375077317
CHN,KOR,2022,0.5488118703199552
CHN,RUS,2022,0.9587335190588451
CHN,TUR,2022,0.753895691760792
CHN,USA,2022,0.03733083356306127
CHN,ZAF,2022,0.9870283064590417
DEU,FRA,2022,0.9345850480713085
DEU,GBR,2022,0.911722992526482
DEU,IND,2022,0.32921348970965814
DEU,ITA,2022,0.9462227165645378
DEU,JPN,2022,0.9471441636981172
DEU,KOR,2022,0.9591532433740176
DEU,RUS,2022,0.4498843483955791
DEU,TUR,2022,0.8648507105700984
DEU,USA,2022,0.7379492842450661
DEU,ZAF,2022,0.4701136860753448
FRA,GBR,2022,0.9473282195099468
FRA,IND,2022,0.2658275890603015
FRA,ITA,2022,0.9150604396177313
FRA,JPN,2022,0.9010957720667595
FRA,KOR,2022,0.8867783854230684
FRA,RUS,2022,0.4236197835888905
FRA,TUR,2022,0.7823243903062297
FRA,USA,2022,0.7927046465776615
FRA,ZAF,2022,0.37649728593993326
GBR,IND,2022,0.20915877480292222
GBR,ITA,2022,0.8862803906369967
GBR,JPN,2022,0.8616472281250873
GBR,KOR,2022,0.85680012762159
GBR,RUS,2022,0.3647349887429344
GBR,TUR,2022,0.731568185207064
GBR,USA,2022,0.8461037573549205
GBR,ZAF,2022,0.3106867556076105
IND,ITA,2022,0.41359617677324423
IND,JPN,2022,0.4188455858413337
IND,KOR,2022,0.44263525655096775
IND,RUS,2022,0.9552317324040176
IND,TUR,2022,0.6630987179148192
IND,USA,2022,0.010999677200215108
IND,ZAF,2022,0.9676297394467601
ITA,JPN,2022,0.9531372864247482
ITA,KOR,2022,0.967433388105472
ITA,RUS,2022,0.5368782699159633
ITA,TUR,2022,0.9029156206295783
ITA,USA,2022,0.6597155740607674
ITA,ZAF,2022,0.5564782246225454
JPN,KOR,2022,0.9425078527092463
JPN,RUS,2022,0.5291226507430575
JPN,TUR,2022,0.9296534867953323
JPN,USA,2022,0.6501932534996737
JPN,ZAF,2022,0.5700512352304083
KOR,RUS,2022,0.5504685199917867
KOR,TUR,2022,0.9161502642992081
KOR,USA,2022,0.6176318162834891
KOR,ZAF,2022,0.5966216918217406
RUS,TUR,2022,0.7669541133184015
RUS,USA,2022,0.07942326377737269
RUS,ZAF,2022,0.9492891993595964
TUR,USA,2022,0.4111440788066206
TUR,ZAF,2022,0.793048090294256
USA,ZAF,2022,0.059423618942755274
